College Name,email,domain,state,are undocumented students considered international or domestic?,are you need-blind for undocumented students?,are there any restrictions on merit aid for undocumented students at your school?,does your school provide merit aid specially for undocumented students?,would you advise an undocumented student to reveal their status in their application or subsequent email?,how would their status affect their application?,is there a special contact point for undocumented students?,what other piece of advice would you give an undocumented student hoping for admission at your school?,other admissions information,are undocumented students eligible for need-based aid?,"what financial aid application should undocumented students send? the css, fafsa, isfaa or a form unique to your school?","if need-based aid is not available, is there a feasible path undocumented students can take to pay for their education with stackable merit scholarships, loans and/or grants from your school?",what would be the requirements for such scholarships and what would a student's chances of getting them?,other financial aid information,are there organized groups or clubs comprised of or advocating for undocumented students in your school?,how often does your office receive applications from undocumented students?,does your school allow immigration and customs enforcement (ice) officers onto campus without a warrant?,does the campus police enforce immigration law?,does your school share student immigration status with ice?,does your school provide distance-learning options for deported students to complete their degrees?,does your school provide confidential legal support to students with immigration law questions and issues?,other student life information,has undocu-student webpage,other information,special contact,gives aid?
University Of North Florida,['admissions@unf.edu'],unf,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of North Georgia,['admissions-dah@ung.edu'],ung,,,,,,,,,,,,,,,,,,,,,,,,,,"Leri Argueta, Leri.Argueta@ung.edu, Associate Director for Diversity Recruitment",0.0
University Of North Texas,['unt.freshman@unt.edu'],unt,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Northern Colorado,['admissions@unco.edu'],unco,,"When filling out our Bear App and come to the citizen question, students will select “Nonresident/non-citizen” and then select yes for the “ I am a DREAMer, undocumented or DACA student…” portion.",,,,,,Yes! Rudy Vargas is an amazing resource. Rudy is UNC’S Coordinator of Undocumented Student Services and the DREAMer Engagement program. He helps provide DREAMers with the tools to enroll and be successful students while at UNC.,,"How to Apply to UNC:
When you apply to UNC as a DREAMer, Undocumented, or DACA student:
a. Apply to UNC online by starting a Bear App, and select the undergraduate or graduate option to begin.
b. Fill out the application and when prompted to select citizenship status, choose ""Nonresident/non-citizen.""
c. Then select yes for the ""I am a DREAMer, undocumented or DACA student..."" portion.
d. If you have questions while completing your application email Rudy Vargas.

Learn more: https://www.unco.edu/equity-inclusion/dreamers.aspx","Yes, undocumented students are encouraged to complete the CASFA form to be considered for campus-based aid.",,"We highly encourage DREAMers to also fill out UNC’S Universal Scholarship Application by the priority deadline to take advantage of the 600+ foundation-based scholarships.
Chegg.com is also a great resource searching for scholarships as they offer over 25,000 scholarships.
Undocumented students are welcome to apply for scholarships as well.","It would depend on what type of scholarship it is and whether or not they require additional requirements. Unfortunately, scholarships are not guaranteed, but we always recommend students fill out scholarship applications.",You will only need to complete the CASFA form linked in the previous question.,,,,,,,,,,,,0.0
University Of Northern Iowa,['admissions@uni.edu'],uni,IA,,,,,,,,,,,,,,,,,,,,,,,https://admissions.uni.edu/dacamented-and-undocumented-students,,,
University Of Northwestern St Paul,['admissions@unwsp.edu'],unwsp,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Notre Dame,['admissions@nd.edu'],nd,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Oklahoma,['admissions@ou.edu'],ou,OK,,,,,,,,,"On the link below you will be able to see our Undocumented admission website. It should answer all your questions about admissions.
https://www.ou.edu/admissions/apply/undocumented",,,,,,,,,,,,,"For questions about Student Life, please contact Juan Cabrera:
https://www.ou.edu/studentlife/diverse_communities/latino_student_life",,,,0.0
University Of Oregon,['uoadmit@uoregon.edu'],uoregon,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Pacific,['admission@pacific.edu'],pacific,,,,,,,,,,,,,,"Music: audition and apply for a music major. They can find more information on majors here: https://music.pacific.edu/music/music-major

Athletics: Pacific is a NCAA Division 1 School, so the students need to be the very best at their sport to be considered for athletic scholarships. Our coaches award all of the athletic scholarships, so it is recommended that the student complete a prospective athlete questionnaire for their specific sport and contact the coach about his/interest in playing for Pacific. Athletics information can be found here: https://pacifictigers.com/",,,,,,,,,,,,Kathleen Crisp kcrisp@pacific.edu.,0.0
University Of Pennsylvania,['info@admissions.upenn.edu'],upenn,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Pikeville,['wewantyou@upike.edu'],upike,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Pittsburgh,['oafa@pitt.edu'],pitt,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Pittsburgh At Bradford,['nazemetz@pitt.edu'],pitt,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Pittsburgh At Greensburg,['upgadmit@pitt.edu'],pitt,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Pittsburgh At Johnstown,['upjadmit@pitt.edu'],pitt,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Portland,['admissions@up.edu'],up,,,,,,,,,,,,,,,,,,,,,,,,,https://www.up.edu/inclusion/undocumented-students/index.html,Yuri Hernández Osorio: hernandy@up.edu Casandra Esparza: esparza@up.edu,0.0
University Of Providence,['admissions@uprovidence.edu'],uprovidence,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Puerto Rico Arecibo,['admisiones.arecibo@upr.edu'],upr,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Puerto Rico Bayamon,['admisiones.bayamon@upr.edu'],upr,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Puerto Rico Ponce,['emily.matos@upr.edu'],upr,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Puget Sound,['admission@pugetsound.edu'],pugetsound,,,,,,,,,,,,,,,,,,,,,,,,,"This page has information on policies and protection: https://www.pugetsound.edu/student-life/resources-for-undocumented-persons/.

And this webpage has information on admission and financial aid: https://www.pugetsound.edu/admission/policies-on-undocumented-students/.",,0.0
University Of Redlands,['admissions@redlands.edu'],redlands,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Rhode Island,['admission@uri.edu'],uri,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Richmond,['admission@richmond.edu'],richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Rio Grande,['admissions@rio.edu'],rio,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Rochester,['admit@admissions.rochester.edu'],rochester,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Saint Francis Fort Wayne Indiana,['admis@sf.edu'],sf,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Saint Joseph,['admissions@usj.edu'],usj,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of San Diego,['admissions@sandiego.edu'],sandiego,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of San Francisco,['admissions@usfca.edu'],usfca,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Saskatchewan,['admissions@usask.ca'],usask,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Science And Arts Of Oklahoma,['usao-admissions@usao.edu'],usao,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Sciences,['admit@usciences.edu'],usciences,,,,,,,,,,We consider undocumented students domestic students. We do not consider status as a deciding factor for admission. USciences is also need-blind. We consider every student that applies for an academic or merit-based scholarship.,,,,,"Unfortunately, undocumented students are not eligible for need-based aid as we consider the FAFSA application which requires an SSN. However, our tuition ($27,500) is dramatically lower than many other schools.",,,,,,,,At this time we do not have any organizations for undocumented students specifically but we have a welcoming campus environment.,,,,0.0
University Of Scranton,['admissions@scranton.edu'],scranton,,,,,,,,,,,,,,,,,,,,,,,,,,Stacey Urgento stacey.urgento@scranton.edu Admissions and Robert Perhacs reobert.perhacs@scranton.edu Financial Aid,0.0
University Of Sioux Falls,['admissions@usiouxfalls.edu'],usiouxfalls,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of South Alabama,['admiss@southalabama.edu'],southalabama,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of South Carolina Aiken,['admit@usca.edu'],usca,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of South Carolina Beaufort,['admissions@uscb.edu'],uscb,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of South Carolina Columbia,['admissions-ugrad@sc.edu'],sc,,,,,,,,,,,,,,,,,,,,,,,,,"Unfortunately, South Carolina is one of the few states that do not allow undocumented students to attend public institutions of higher education in the state.",,0.0
University Of South Carolina Upstate,['admissions@uscupstate.edu'],uscupstate,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of South Dakota,['admissions@usd.edu'],usd,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of South Florida,['admissions@usf.edu'],usf,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of South Florida Sarasota Manatee,['admissions@sar.usf.edu'],usf,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Southern Indiana,['enroll@usi.edu'],usi,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Southern Maine,['admitusm@maine.edu'],maine,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Southern Mississippi,['admissions@usm.edu'],usm,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of St Francis Il,['admissions@stfrancis.edu'],stfrancis,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of St Mary,['admiss@stmary.edu'],stmary,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of St Thomas,['admissions@stthom.edu'],stthom,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of St Thomas Mn,['admissions@stthomas.edu'],stthomas,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Tampa,['admissions@ut.edu'],ut,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Tennessee At Chattanooga,['utcmocs@utc.edu'],utc,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Tennessee At Martin,['admitme@utm.edu'],utm,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Tennessee Knoxville,['admissions@utk.edu'],utk,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Texas At Arlington,['admissions@uta.edu'],uta,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Texas At Dallas,['interest@utdallas.edu'],utdallas,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Texas At El Paso,['futureminer@utep.edu '],utep,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Texas At San Antonio,['prospects@utsa.edu'],utsa,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Texas At Tyler,['admissions@uttyler.edu'],uttyler,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of The Cumberlands,['admiss@ucumberlands.edu'],ucumberlands,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of The District Of Columbia,['udcadmissions@udc.edu'],udc,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of The Incarnate Word,['admis@uiwtx.edu'],uiwtx,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of The Ozarks,['admiss@ozarks.edu'],ozarks,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of The Pacific,['admissions@pacific.edu'],pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of The Southwest,['admission@usw.edu'],usw,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of The Virgin Islands,['admissions@uvi.edu'],uvi,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Toledo,['enroll@utoledo.edu'],utoledo,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Toronto,['admissions.help@utoronto.ca'],utoronto,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Tulsa,['admission@utulsa.edu'],utulsa,,,,,,,,,,,,,,,,,,,,,,,,,,,
University Of Vermont,['admissions@uvm.edu'],uvm,,,,,,,,,,Undocumented students are considered international students for admissions purposes here at the University of Vermont. You can view our admissions process for international applicants here: https://www.uvm.edu/admissions/undergraduate/international-students-how-apply,,,,,"Undocumented students are considered for the same amount of merit scholarship as all other students, up to $20,000 per year. Students interested in discussing their individual financial situation and tuition costs would need to contact our office of Student Financial Services: https://www.uvm.edu/studentfinancialservices",,,,,,,,,,"For students admitted to UVM, we would be happy to discuss all other questions in further detail.",,0.0
